id,Machine failure,Probability
154124,0,0.0085
154125,0,0.0035
154126,0,0.0026
154127,0,0.0018
154128,0,0.0007
154129,0,0.0018
154130,0,0.0011
154131,0,0.0021
154132,0,0.0014
154133,0,0.0026
154134,0,0.0051
154135,0,0.0045
154136,0,0.0007
154137,0,0.003
154138,0,0.0007
154139,0,0.006
154140,0,0.0037
154141,0,0.0022
154142,0,0.0067
154143,0,0.0014
154144,0,0.0003
154145,0,0.0029
154146,0,0.001
154147,1,1.0
154148,0,0.0046
154149,0,0.0042
154150,0,0.0042
154151,0,0.001
154152,0,0.0015
154153,0,0.0098
154154,0,0.0058
154155,0,0.0006
154156,0,0.0019
154157,0,0.0019
154158,0,0.027
154159,0,0.0015
154160,0,0.0011
154161,0,0.0019
154162,0,0.0009
154163,0,0.0037
154164,0,0.0046
154165,0,0.0035
154166,0,0.0021
154167,0,0.0011
154168,0,0.0073
154169,0,0.0006
154170,0,0.0067
154171,0,0.0024
154172,0,0.0109
154173,1,0.9947
154174,0,0.0002
154175,0,0.0048
154176,0,0.0114
154177,0,0.014
154178,0,0.002
154179,0,0.0006
154180,0,0.0024
154181,0,0.0007
154182,0,0.0048
154183,0,0.0017
154184,0,0.0015
154185,0,0.0005
154186,0,0.0001
154187,0,0.0044
154188,0,0.009
154189,0,0.0055
154190,0,0.0034
154191,0,0.0022
154192,0,0.0078
154193,0,0.0017
154194,0,0.0004
154195,0,0.0016
154196,0,0.0032
154197,0,0.0034
154198,0,0.0038
154199,0,0.0013
154200,0,0.0116
154201,0,0.0033
154202,0,0.0016
154203,0,0.0047
154204,0,0.0021
154205,0,0.0016
154206,0,0.0029
154207,0,0.0256
154208,0,0.0114
154209,0,0.0016
154210,0,0.0004
154211,0,0.0017
154212,0,0.0085
154213,0,0.0008
154214,0,0.0107
154215,0,0.0038
154216,0,0.0019
154217,0,0.0098
154218,0,0.0018
154219,0,0.0021
154220,0,0.0016
154221,0,0.0016
154222,0,0.0051
154223,0,0.0013
154224,0,0.0008
154225,0,0.0062
154226,0,0.0033
154227,0,0.0032
154228,0,0.0037
154229,0,0.0006
154230,0,0.0005
154231,0,0.0197
154232,0,0.0008
154233,0,0.0011
154234,0,0.0012
154235,0,0.002
154236,0,0.0014
154237,0,0.0043
154238,0,0.0005
154239,0,0.0022
154240,0,0.0008
154241,0,0.0424
154242,0,0.0024
154243,0,0.0012
154244,0,0.0026
154245,0,0.0023
154246,0,0.0026
154247,0,0.002
154248,0,0.0084
154249,0,0.0019
154250,0,0.0054
154251,0,0.006
154252,0,0.001
154253,0,0.0109
154254,0,0.0024
154255,0,0.0032
154256,0,0.001
154257,0,0.0016
154258,0,0.0052
154259,0,0.0031
154260,0,0.0022
154261,0,0.0035
154262,0,0.001
154263,0,0.002
154264,0,0.0013
154265,0,0.0037
154266,0,0.0006
154267,0,0.004
154268,0,0.0015
154269,0,0.0025
154270,0,0.0049
154271,0,0.0013
154272,0,0.0028
154273,0,0.0012
154274,0,0.0004
154275,0,0.0018
154276,0,0.0029
154277,0,0.0024
154278,0,0.0006
154279,0,0.0028
154280,0,0.0015
154281,0,0.0016
154282,0,0.0009
154283,0,0.0029
154284,0,0.0005
154285,0,0.0031
154286,0,0.0027
154287,0,0.0031
154288,0,0.009
154289,0,0.0031
154290,0,0.0033
154291,0,0.0032
154292,0,0.0076
154293,0,0.0017
154294,0,0.0014
154295,0,0.0021
154296,0,0.0025
154297,0,0.0005
154298,0,0.0019
154299,0,0.0009
154300,0,0.0031
154301,0,0.0007
154302,0,0.0014
154303,0,0.0077
154304,0,0.0016
154305,1,1.0
154306,0,0.0027
154307,0,0.0032
154308,0,0.0023
154309,0,0.0042
154310,0,0.0059
154311,0,0.0017
154312,0,0.0039
154313,0,0.0023
154314,0,0.0011
154315,0,0.0018
154316,0,0.0038
154317,0,0.0019
154318,0,0.0016
154319,0,0.0017
154320,0,0.001
154321,0,0.0016
154322,0,0.0032
154323,0,0.0219
154324,0,0.0013
154325,0,0.0029
154326,0,0.0076
154327,0,0.0224
154328,0,0.0005
154329,0,0.0008
154330,0,0.004
154331,0,0.0097
154332,0,0.0034
154333,0,0.001
154334,0,0.0025
154335,0,0.0022
154336,0,0.0039
154337,0,0.0015
154338,0,0.0045
154339,0,0.0021
154340,0,0.0046
154341,0,0.0018
154342,0,0.0137
154343,0,0.0006
154344,0,0.0008
154345,0,0.0006
154346,0,0.0028
154347,0,0.0008
154348,0,0.0038
154349,0,0.001
154350,0,0.0075
154351,0,0.0021
154352,0,0.0012
154353,0,0.014
154354,0,0.0016
154355,0,0.0044
154356,0,0.0005
154357,0,0.0016
154358,0,0.0072
154359,0,0.0006
154360,0,0.0097
154361,0,0.0184
154362,0,0.0034
154363,0,0.0022
154364,0,0.0018
154365,0,0.0045
154366,0,0.0014
154367,0,0.0018
154368,0,0.0101
154369,0,0.0018
154370,0,0.0014
154371,0,0.0017
154372,0,0.0006
154373,0,0.0026
154374,0,0.0032
154375,0,0.0013
154376,0,0.0038
154377,0,0.0007
154378,0,0.0009
154379,0,0.0064
154380,0,0.0024
154381,0,0.0025
154382,0,0.0142
154383,0,0.0042
154384,0,0.0017
154385,0,0.0028
154386,0,0.0009
154387,0,0.0023
154388,0,0.0035
154389,0,0.0014
154390,0,0.0109
154391,0,0.0083
154392,0,0.0009
154393,0,0.0025
154394,1,0.976
154395,0,0.0004
154396,0,0.0074
154397,0,0.0007
154398,0,0.0048
154399,0,0.0057
154400,0,0.0024
154401,0,0.0015
154402,0,0.0007
154403,0,0.0027
154404,0,0.0014
154405,0,0.0064
154406,0,0.0038
154407,0,0.005
154408,0,0.0033
154409,0,0.0018
154410,0,0.0033
154411,0,0.0012
154412,0,0.0005
154413,0,0.0048
154414,0,0.0043
154415,0,0.0033
154416,0,0.0039
154417,0,0.0026
154418,0,0.0158
154419,0,0.0046
154420,0,0.0013
154421,0,0.001
154422,0,0.0031
154423,0,0.005
154424,0,0.0008
154425,0,0.0015
154426,0,0.0066
154427,0,0.0007
154428,0,0.0025
154429,0,0.0011
154430,0,0.0017
154431,0,0.0012
154432,0,0.008
154433,0,0.0003
154434,0,0.0043
154435,0,0.0028
154436,0,0.0045
154437,0,0.0026
154438,0,0.0015
154439,0,0.0077
154440,0,0.005
154441,0,0.0018
154442,0,0.0011
154443,0,0.0012
154444,0,0.0029
154445,0,0.0071
154446,0,0.0026
154447,0,0.0027
154448,0,0.0077
154449,0,0.0014
154450,0,0.0018
154451,0,0.0041
154452,0,0.0015
154453,0,0.0005
154454,0,0.0042
154455,0,0.0019
154456,0,0.002
154457,0,0.0007
154458,0,0.0027
154459,0,0.0018
154460,0,0.0061
154461,0,0.0088
154462,0,0.0009
154463,0,0.0026
154464,0,0.0117
154465,0,0.0043
154466,0,0.0007
154467,0,0.0054
154468,0,0.002
154469,0,0.0057
154470,0,0.002
154471,0,0.0026
154472,0,0.0014
154473,0,0.0011
154474,0,0.0008
154475,0,0.0044
154476,0,0.0063
154477,0,0.0011
154478,0,0.0029
154479,0,0.0108
154480,0,0.0009
154481,0,0.0019
154482,0,0.0072
154483,0,0.022
154484,0,0.0018
154485,0,0.0011
154486,0,0.0022
154487,0,0.0011
154488,0,0.0026
154489,0,0.0024
154490,0,0.0115
154491,0,0.0027
154492,0,0.0155
154493,0,0.0022
154494,0,0.006
154495,0,0.0029
154496,0,0.0005
154497,0,0.0075
154498,0,0.0103
154499,0,0.0013
154500,0,0.0016
154501,0,0.0027
154502,0,0.0054
154503,0,0.0047
154504,0,0.0006
154505,0,0.0065
154506,0,0.0011
154507,0,0.0055
154508,0,0.0069
154509,0,0.0031
154510,0,0.013
154511,0,0.0026
154512,0,0.0005
154513,0,0.0014
154514,0,0.0024
154515,0,0.002
154516,0,0.0015
154517,0,0.0004
154518,0,0.0013
154519,0,0.0003
154520,0,0.0014
154521,0,0.0034
154522,0,0.0016
154523,0,0.0032
154524,0,0.0038
154525,0,0.0056
154526,0,0.0007
154527,0,0.0004
154528,0,0.0006
154529,0,0.0009
154530,0,0.0012
154531,0,0.0038
154532,0,0.0008
154533,0,0.0013
154534,0,0.0093
154535,0,0.003
154536,0,0.0025
154537,0,0.0007
154538,0,0.0049
154539,0,0.0044
154540,0,0.0007
154541,0,0.0087
154542,0,0.0015
154543,0,0.0038
154544,0,0.002
154545,0,0.0099
154546,0,0.002
154547,0,0.0118
154548,0,0.0047
154549,0,0.0009
154550,0,0.0023
154551,0,0.0082
154552,0,0.0048
154553,0,0.001
154554,0,0.0028
154555,0,0.0003
154556,0,0.0035
154557,0,0.004
154558,0,0.005
154559,0,0.0018
154560,0,0.0015
154561,0,0.0056
154562,0,0.0019
154563,0,0.002
154564,0,0.0009
154565,0,0.0004
154566,0,0.0051
154567,0,0.0049
154568,0,0.0061
154569,0,0.004
154570,0,0.005
154571,0,0.001
154572,0,0.0137
154573,0,0.0058
154574,0,0.0052
154575,0,0.0024
154576,0,0.0006
154577,0,0.0039
154578,0,0.0017
154579,0,0.0053
154580,0,0.0022
154581,0,0.0027
154582,0,0.0008
154583,0,0.0078
154584,0,0.0009
154585,0,0.0013
154586,0,0.0065
154587,0,0.0026
154588,0,0.0014
154589,0,0.0011
154590,0,0.0018
154591,0,0.0023
154592,0,0.004
154593,0,0.0014
154594,0,0.0009
154595,0,0.0006
154596,0,0.0028
154597,0,0.0022
154598,0,0.013
154599,0,0.0006
154600,0,0.0113
154601,0,0.0022
154602,0,0.0089
154603,0,0.0023
154604,0,0.0056
154605,0,0.0024
154606,0,0.0008
154607,0,0.0095
154608,0,0.0086
154609,0,0.0013
154610,0,0.0039
154611,0,0.0016
154612,0,0.0052
154613,0,0.0018
154614,0,0.0098
154615,0,0.0021
154616,0,0.0388
154617,0,0.0007
154618,0,0.0005
154619,0,0.0021
154620,0,0.0024
154621,0,0.0023
154622,0,0.0039
154623,0,0.0075
154624,0,0.0008
154625,0,0.0032
154626,0,0.0035
154627,0,0.0033
154628,0,0.0045
154629,0,0.0058
154630,0,0.0109
154631,0,0.0029
154632,0,0.0025
154633,0,0.0105
154634,0,0.008
154635,0,0.0023
154636,0,0.0023
154637,0,0.0036
154638,0,0.0007
154639,0,0.0064
154640,0,0.0027
154641,0,0.0025
154642,0,0.0006
154643,0,0.0035
154644,0,0.0026
154645,0,0.0011
154646,0,0.0056
154647,0,0.0093
154648,0,0.0113
154649,0,0.0009
154650,0,0.001
154651,0,0.0017
154652,0,0.0081
154653,0,0.0021
154654,0,0.0039
154655,0,0.0012
154656,0,0.0067
154657,0,0.0105
154658,0,0.0084
154659,0,0.0057
154660,0,0.0072
154661,0,0.0122
154662,0,0.0012
154663,0,0.0016
154664,0,0.034
154665,0,0.0033
154666,0,0.0019
154667,0,0.0115
154668,0,0.0054
154669,0,0.0042
154670,0,0.0075
154671,0,0.002
154672,0,0.0044
154673,0,0.002
154674,0,0.002
154675,0,0.0038
154676,0,0.0027
154677,0,0.0037
154678,0,0.0012
154679,0,0.0049
154680,0,0.0004
154681,0,0.0065
154682,0,0.0056
154683,0,0.002
154684,0,0.0012
154685,0,0.0037
154686,0,0.0007
154687,0,0.0018
154688,0,0.0026
154689,0,0.0011
154690,0,0.001
154691,0,0.001
154692,0,0.0031
154693,0,0.0016
154694,0,0.0062
154695,0,0.0024
154696,0,0.0044
154697,0,0.0043
154698,0,0.0029
154699,0,0.003
154700,0,0.0023
154701,0,0.0088
154702,0,0.0014
154703,0,0.0046
154704,0,0.0041
154705,0,0.0013
154706,0,0.001
154707,0,0.0023
154708,0,0.0085
154709,0,0.0027
154710,0,0.0009
154711,0,0.0098
154712,0,0.0032
154713,0,0.002
154714,0,0.0021
154715,0,0.0005
154716,0,0.0043
154717,0,0.0024
154718,0,0.0014
154719,0,0.0066
154720,0,0.0009
154721,0,0.0036
154722,0,0.0017
154723,0,0.003
154724,0,0.0033
154725,0,0.0025
154726,0,0.0008
154727,0,0.0027
154728,0,0.0035
154729,0,0.0082
154730,0,0.0008
154731,0,0.0084
154732,0,0.0014
154733,0,0.0054
154734,0,0.0021
154735,0,0.0006
154736,0,0.0018
154737,0,0.0028
154738,0,0.0074
154739,0,0.0027
154740,0,0.0014
154741,0,0.0022
154742,0,0.0014
154743,0,0.0038
154744,0,0.0034
154745,0,0.0015
154746,0,0.0006
154747,0,0.0061
154748,0,0.0011
154749,0,0.0009
154750,0,0.001
154751,0,0.0015
154752,0,0.0002
154753,0,0.0035
154754,0,0.0015
154755,0,0.0019
154756,0,0.0009
154757,0,0.0015
154758,0,0.0053
154759,0,0.0071
154760,0,0.0041
154761,0,0.0039
154762,0,0.001
154763,0,0.0018
154764,0,0.0143
154765,0,0.001
154766,0,0.0012
154767,0,0.0006
154768,0,0.0034
154769,0,0.0005
154770,0,0.0149
154771,0,0.01
154772,0,0.0019
154773,0,0.0033
154774,0,0.0062
154775,0,0.0016
154776,0,0.0011
154777,0,0.0054
154778,0,0.0024
154779,0,0.0013
154780,0,0.0029
154781,0,0.0018
154782,0,0.0132
154783,0,0.001
154784,0,0.0013
154785,0,0.0045
154786,0,0.0151
154787,0,0.001
154788,0,0.0039
154789,0,0.0009
154790,0,0.0019
154791,0,0.0014
154792,0,0.0412
154793,0,0.0021
154794,0,0.0009
154795,0,0.0018
154796,0,0.0008
154797,0,0.0015
154798,0,0.0173
154799,0,0.0021
154800,0,0.0079
154801,0,0.0018
154802,0,0.0019
154803,0,0.0017
154804,0,0.001
154805,0,0.0007
154806,0,0.0045
154807,0,0.0013
154808,0,0.001
154809,0,0.0031
154810,0,0.0032
154811,0,0.0007
154812,0,0.0015
154813,0,0.0022
154814,0,0.006
154815,0,0.0032
154816,0,0.0027
154817,0,0.0022
154818,0,0.0109
154819,0,0.0021
154820,0,0.0018
154821,0,0.01
154822,0,0.0013
154823,0,0.0033
154824,0,0.0033
154825,0,0.0022
154826,0,0.0024
154827,0,0.0056
154828,0,0.006
154829,0,0.002
154830,0,0.0041
154831,0,0.003
154832,0,0.0037
154833,0,0.0024
154834,0,0.0032
154835,0,0.0018
154836,0,0.0008
154837,0,0.0182
154838,0,0.0049
154839,0,0.006
154840,0,0.0126
154841,0,0.002
154842,0,0.0025
154843,0,0.0012
154844,0,0.0009
154845,0,0.0003
154846,0,0.0011
154847,0,0.0007
154848,0,0.0039
154849,0,0.005
154850,0,0.0048
154851,0,0.0013
154852,0,0.0138
154853,0,0.001
154854,0,0.0012
154855,0,0.0063
154856,0,0.0029
154857,0,0.0011
154858,0,0.0028
154859,0,0.0026
154860,0,0.0142
154861,0,0.0034
154862,0,0.0007
154863,0,0.0079
154864,0,0.0014
154865,0,0.0027
154866,0,0.0015
154867,0,0.0018
154868,0,0.0031
154869,0,0.0005
154870,0,0.0008
154871,0,0.01
154872,0,0.0027
154873,0,0.001
154874,0,0.0135
154875,0,0.0011
154876,0,0.0003
154877,0,0.0007
154878,0,0.0013
154879,0,0.0033
154880,0,0.0008
154881,0,0.0026
154882,0,0.0059
154883,0,0.0009
154884,0,0.0036
154885,0,0.0001
154886,0,0.0015
154887,0,0.0033
154888,0,0.0036
154889,0,0.003
154890,0,0.0027
154891,0,0.007
154892,0,0.0011
154893,0,0.0042
154894,0,0.002
154895,0,0.0005
154896,0,0.0014
154897,0,0.0022
154898,0,0.0115
154899,0,0.001
154900,0,0.0008
154901,0,0.0026
154902,0,0.0127
154903,0,0.0045
154904,0,0.0411
154905,0,0.0522
154906,0,0.0009
154907,0,0.0021
154908,0,0.0004
154909,0,0.0035
154910,0,0.0024
154911,0,0.0004
154912,0,0.0012
154913,0,0.0021
154914,0,0.0008
154915,0,0.0011
154916,0,0.0057
154917,0,0.002
154918,0,0.0027
154919,0,0.0204
154920,0,0.0022
154921,0,0.0029
154922,0,0.001
154923,0,0.0008
154924,0,0.0058
154925,0,0.0047
154926,0,0.001
154927,0,0.002
154928,0,0.0028
154929,0,0.0054
154930,0,0.005
154931,0,0.003
154932,0,0.0014
154933,0,0.0046
154934,0,0.0036
154935,0,0.0089
154936,0,0.0029
154937,0,0.0012
154938,0,0.0009
154939,0,0.0011
154940,0,0.0009
154941,0,0.0033
154942,0,0.0021
154943,0,0.0249
154944,0,0.0035
154945,0,0.0067
154946,0,0.0035
154947,0,0.0039
154948,0,0.0057
154949,0,0.0022
154950,0,0.0013
154951,0,0.0173
154952,0,0.0034
154953,0,0.0016
154954,0,0.0014
154955,0,0.0047
154956,0,0.0011
154957,0,0.0075
154958,0,0.0144
154959,0,0.0016
154960,0,0.0007
154961,0,0.0031
154962,0,0.0023
154963,0,0.0031
154964,0,0.0028
154965,0,0.0011
154966,0,0.0087
154967,0,0.0023
154968,0,0.0009
154969,0,0.0009
154970,0,0.0011
154971,0,0.0072
154972,0,0.0011
154973,0,0.0045
154974,0,0.0028
154975,0,0.0026
154976,0,0.0023
154977,0,0.0014
154978,0,0.0146
154979,0,0.0009
154980,0,0.0014
154981,0,0.0066
154982,0,0.0022
154983,0,0.0025
154984,0,0.001
154985,0,0.0091
154986,0,0.0009
154987,0,0.0065
154988,0,0.0011
154989,0,0.006
154990,0,0.0006
154991,0,0.0027
154992,0,0.0021
154993,0,0.0016
154994,0,0.0023
154995,0,0.0024
154996,0,0.0063
154997,0,0.0039
154998,0,0.0071
154999,0,0.0045
155000,0,0.0117
155001,0,0.0093
155002,1,0.9944
155003,0,0.0007
155004,0,0.006
155005,0,0.0033
155006,0,0.002
155007,0,0.0054
155008,0,0.001
155009,0,0.0007
155010,0,0.0016
155011,0,0.0011
155012,0,0.002
155013,0,0.0017
155014,0,0.0023
155015,0,0.0005
155016,0,0.0023
155017,0,0.0028
155018,0,0.0036
155019,0,0.003
155020,0,0.0006
155021,0,0.0009
155022,0,0.0041
155023,1,0.998
155024,0,0.0063
155025,0,0.0111
155026,0,0.0049
155027,0,0.0019
155028,0,0.0012
155029,0,0.0047
155030,0,0.0025
155031,0,0.0027
155032,0,0.0027
155033,0,0.0014
155034,0,0.0024
155035,0,0.0122
155036,0,0.0037
155037,0,0.0071
155038,0,0.0004
155039,0,0.0014
155040,0,0.0049
155041,0,0.0016
155042,0,0.0031
155043,0,0.0063
155044,0,0.0027
155045,0,0.0014
155046,1,1.0
155047,0,0.0072
155048,0,0.0025
155049,0,0.0015
155050,0,0.0026
155051,0,0.0006
155052,0,0.0015
155053,0,0.0009
155054,1,0.9987
155055,0,0.0042
155056,0,0.002
155057,0,0.0005
155058,0,0.0007
155059,0,0.0194
155060,0,0.0135
155061,0,0.0017
155062,0,0.0045
155063,0,0.0028
155064,0,0.0008
155065,0,0.0047
155066,0,0.0046
155067,0,0.0086
155068,0,0.0008
155069,0,0.0101
155070,0,0.0005
155071,0,0.0007
155072,0,0.0015
155073,0,0.0027
155074,0,0.0029
155075,0,0.0027
155076,0,0.002
155077,0,0.0041
155078,0,0.001
155079,0,0.0016
155080,0,0.0061
155081,0,0.0012
155082,0,0.0075
155083,0,0.0002
155084,0,0.0068
155085,0,0.0018
155086,0,0.0016
155087,0,0.0063
155088,0,0.0016
155089,0,0.0008
155090,0,0.0015
155091,0,0.0073
155092,0,0.001
155093,0,0.0029
155094,0,0.0024
155095,0,0.0029
155096,0,0.0009
155097,0,0.0019
155098,0,0.0012
155099,0,0.0085
155100,0,0.0051
155101,0,0.0008
155102,0,0.0047
155103,0,0.008
155104,0,0.0018
155105,1,0.9984
155106,0,0.0012
155107,0,0.0007
155108,0,0.0006
155109,0,0.0007
155110,0,0.0066
155111,0,0.004
155112,0,0.0084
155113,0,0.0032
155114,0,0.0001
155115,0,0.0059
155116,0,0.0006
155117,0,0.0012
155118,0,0.0029
155119,0,0.0019
155120,0,0.0014
155121,0,0.0011
155122,0,0.0008
155123,0,0.0043
155124,0,0.0118
155125,0,0.0046
155126,0,0.0075
155127,0,0.0039
155128,0,0.0016
155129,0,0.0013
155130,0,0.0318
155131,0,0.0011
155132,0,0.0006
155133,0,0.0016
155134,0,0.0048
155135,0,0.0004
155136,0,0.0055
155137,0,0.0027
155138,0,0.0155
155139,0,0.0033
155140,0,0.0018
155141,0,0.0018
155142,0,0.0007
155143,0,0.0012
155144,0,0.0006
155145,0,0.0019
155146,0,0.0149
155147,0,0.0017
155148,0,0.0036
155149,0,0.0032
155150,0,0.0028
155151,0,0.0016
155152,0,0.0034
155153,0,0.0013
155154,0,0.0015
155155,0,0.001
155156,0,0.0017
155157,0,0.0008
155158,0,0.0014
155159,0,0.0016
155160,0,0.0027
155161,0,0.0066
155162,0,0.0104
155163,0,0.0085
155164,0,0.0074
155165,0,0.0009
155166,0,0.0014
155167,0,0.0024
155168,0,0.001
155169,0,0.0007
155170,0,0.0104
155171,0,0.0011
155172,0,0.0025
155173,0,0.0013
155174,0,0.009
155175,0,0.0006
155176,0,0.0037
155177,0,0.0023
155178,1,0.9973
155179,0,0.0015
155180,0,0.0019
155181,0,0.0015
155182,0,0.0021
155183,0,0.0008
155184,0,0.0038
155185,0,0.0006
155186,0,0.0013
155187,0,0.0058
155188,0,0.0054
155189,0,0.0192
155190,0,0.0017
155191,0,0.0027
155192,0,0.0178
155193,0,0.0007
155194,0,0.0029
155195,0,0.0023
155196,0,0.0008
155197,0,0.0011
155198,0,0.0063
155199,0,0.0006
155200,0,0.0079
155201,0,0.0236
155202,0,0.006
155203,0,0.004
155204,0,0.0023
155205,0,0.0037
155206,0,0.0006
155207,0,0.0002
155208,0,0.0038
155209,0,0.0019
155210,0,0.0045
155211,0,0.0009
155212,0,0.0016
155213,0,0.0022
155214,0,0.0017
155215,0,0.0038
155216,0,0.0012
155217,0,0.0024
155218,0,0.0012
155219,0,0.002
155220,0,0.0022
155221,0,0.0029
155222,0,0.002
155223,0,0.001
155224,0,0.0029
155225,0,0.015
155226,0,0.0016
155227,0,0.001
155228,0,0.0051
155229,0,0.0028
155230,0,0.0019
155231,0,0.001
155232,0,0.0016
155233,0,0.0004
155234,0,0.0016
155235,0,0.0007
155236,0,0.0182
155237,0,0.0126
155238,0,0.0011
155239,0,0.002
155240,0,0.004
155241,0,0.0041
155242,0,0.0007
155243,0,0.001
155244,0,0.0011
155245,0,0.0033
155246,0,0.0006
155247,0,0.0062
155248,0,0.0065
155249,0,0.0021
155250,0,0.0021
155251,0,0.0049
155252,0,0.002
155253,0,0.0012
155254,0,0.0018
155255,0,0.0017
155256,1,1.0
155257,0,0.0011
155258,0,0.0018
155259,0,0.0007
155260,0,0.0005
155261,0,0.0031
155262,0,0.0053
155263,0,0.0039
155264,0,0.0012
155265,0,0.0022
155266,0,0.0006
155267,0,0.0031
155268,0,0.0031
155269,0,0.0011
155270,0,0.0027
155271,0,0.001
155272,0,0.0036
155273,0,0.0016
155274,0,0.0036
155275,0,0.0009
155276,0,0.0077
155277,0,0.0044
155278,0,0.0148
155279,0,0.0097
155280,0,0.0035
155281,0,0.0023
155282,0,0.0054
155283,0,0.002
155284,0,0.0026
155285,0,0.002
155286,0,0.0027
155287,0,0.0004
155288,0,0.0026
155289,0,0.0011
155290,0,0.0008
155291,0,0.0046
155292,0,0.0011
155293,0,0.001
155294,0,0.0059
155295,0,0.0182
155296,0,0.0125
155297,0,0.0011
155298,0,0.0007
155299,0,0.0048
155300,0,0.0005
155301,0,0.0065
155302,0,0.0022
155303,0,0.0053
155304,0,0.0047
155305,0,0.001
155306,0,0.0011
155307,0,0.0013
155308,0,0.0034
155309,0,0.0003
155310,0,0.0027
155311,0,0.0034
155312,0,0.0019
155313,0,0.0012
155314,0,0.0048
155315,0,0.0045
155316,0,0.001
155317,0,0.0003
155318,0,0.0073
155319,0,0.0033
155320,0,0.0134
155321,0,0.0187
155322,0,0.0113
155323,0,0.0034
155324,0,0.0023
155325,0,0.0029
155326,0,0.0034
155327,0,0.0019
155328,0,0.006
155329,0,0.0021
155330,0,0.0011
155331,0,0.0004
155332,0,0.0029
155333,0,0.0048
155334,0,0.0008
155335,0,0.0006
155336,0,0.0015
155337,0,0.0023
155338,0,0.0031
155339,0,0.0022
155340,0,0.0006
155341,0,0.0013
155342,0,0.0021
155343,0,0.0036
155344,0,0.002
155345,0,0.0011
155346,0,0.0021
155347,0,0.005
155348,0,0.0049
155349,0,0.0024
155350,0,0.0027
155351,0,0.009
155352,0,0.002
155353,0,0.004
155354,0,0.0005
155355,0,0.0049
155356,0,0.0012
155357,0,0.0008
155358,0,0.001
155359,0,0.0076
155360,0,0.0029
155361,0,0.021
155362,0,0.0071
155363,0,0.0013
155364,0,0.0045
155365,1,0.998
155366,0,0.0226
155367,0,0.0042
155368,0,0.004
155369,0,0.002
155370,0,0.0094
155371,0,0.0009
155372,0,0.0051
155373,0,0.002
155374,0,0.0131
155375,0,0.0137
155376,0,0.0023
155377,1,0.9866
155378,0,0.0199
155379,0,0.0038
155380,0,0.0066
155381,0,0.0047
155382,0,0.0008
155383,0,0.0082
155384,0,0.0021
155385,0,0.001
155386,0,0.0006
155387,0,0.0015
155388,0,0.0018
155389,0,0.0023
155390,0,0.0033
155391,0,0.0032
155392,0,0.0013
155393,0,0.0025
155394,0,0.0067
155395,0,0.003
155396,0,0.0083
155397,0,0.0032
155398,0,0.0043
155399,0,0.0109
155400,0,0.0015
155401,0,0.0022
155402,0,0.0066
155403,0,0.013
155404,0,0.0006
155405,0,0.001
155406,0,0.0007
155407,0,0.0028
155408,0,0.0011
155409,0,0.0015
155410,0,0.0002
155411,0,0.0038
155412,0,0.0017
155413,0,0.0014
155414,0,0.0045
155415,0,0.0008
155416,0,0.0025
155417,0,0.0136
155418,0,0.0046
155419,0,0.003
155420,0,0.009
155421,0,0.0021
155422,0,0.0053
155423,0,0.0039
155424,0,0.0001
155425,0,0.0009
155426,0,0.0037
155427,0,0.0031
155428,0,0.0027
155429,0,0.0006
155430,0,0.1393
155431,0,0.0008
155432,0,0.0106
155433,0,0.0042
155434,0,0.0114
155435,0,0.0019
155436,0,0.0026
155437,0,0.0065
155438,0,0.005
155439,0,0.0021
155440,0,0.0062
155441,0,0.0028
155442,0,0.0056
155443,0,0.0007
155444,0,0.0018
155445,0,0.0014
155446,0,0.0017
155447,0,0.0026
155448,0,0.0037
155449,0,0.0015
155450,0,0.0028
155451,0,0.0027
155452,0,0.0059
155453,1,0.998
155454,0,0.0087
155455,0,0.0025
155456,0,0.0008
155457,0,0.0014
155458,0,0.0049
155459,0,0.0044
155460,0,0.0031
155461,0,0.0063
155462,0,0.0044
155463,0,0.001
155464,0,0.0014
155465,0,0.0005
155466,0,0.004
155467,0,0.0011
155468,0,0.0015
155469,0,0.0021
155470,0,0.0019
155471,0,0.0003
155472,0,0.0016
155473,0,0.001
155474,0,0.0015
155475,0,0.0004
155476,0,0.0024
155477,0,0.0029
155478,0,0.0013
155479,0,0.0022
155480,0,0.0006
155481,0,0.0012
155482,0,0.0081
155483,0,0.0009
155484,0,0.0072
155485,0,0.0019
155486,0,0.0018
155487,0,0.0017
155488,0,0.0044
155489,0,0.0008
155490,0,0.0016
155491,0,0.0034
155492,0,0.0003
155493,0,0.0046
155494,0,0.0089
155495,0,0.0017
155496,0,0.0035
155497,0,0.0009
155498,0,0.0014
155499,0,0.0036
155500,0,0.003
155501,0,0.0037
155502,0,0.0016
155503,0,0.0029
155504,0,0.0027
155505,0,0.0012
155506,0,0.0023
155507,0,0.0035
155508,0,0.0013
155509,0,0.0015
155510,0,0.002
155511,0,0.0046
155512,0,0.0014
155513,0,0.0059
155514,0,0.0015
155515,0,0.002
155516,0,0.0005
155517,0,0.013
155518,0,0.0014
155519,0,0.0255
155520,0,0.0012
155521,0,0.0025
155522,0,0.0034
155523,0,0.0011
155524,0,0.0123
155525,0,0.0007
155526,0,0.0081
155527,0,0.0011
155528,0,0.0024
155529,0,0.0038
155530,0,0.0053
155531,0,0.0014
155532,0,0.0084
155533,0,0.0012
155534,0,0.001
155535,0,0.0033
155536,0,0.0008
155537,0,0.0021
