id,loan_status,probs
70359,0,0.09
70360,0,0.0084
70361,0,0.0037
70362,0,0.1129
70363,0,0.1142
70364,0,0.0
70365,0,0.0826
70366,0,0.016
70367,0,0.0092
70368,0,0.01
70369,0,0.1261
70370,0,0.2772
70371,0,0.0053
70372,0,0.0547
70373,0,0.0676
70374,0,0.0204
70375,0,0.0027
70376,0,0.0022
70377,0,0.16
70378,0,0.0253
70379,0,0.0162
70380,0,0.0267
70381,0,0.0803
70382,0,0.3075
70383,0,0.1286
70384,0,0.0449
70385,0,0.0061
70386,1,0.9872
70387,0,0.0158
70388,1,0.516
70389,0,0.0145
70390,0,0.0122
70391,0,0.0063
70392,0,1e-04
70393,0,0.002
70394,0,0.0007
70395,0,0.1208
70396,0,0.0245
70397,0,0.232
70398,0,0.0005
70399,1,0.9746
70400,0,0.0828
70401,0,0.0024
70402,0,0.0317
70403,0,0.0758
70404,0,0.1499
70405,0,0.0341
70406,0,0.2281
70407,1,0.9829
70408,0,0.0767
70409,0,0.0075
70410,0,0.2398
70411,0,0.0134
70412,0,0.001
70413,0,0.0337
70414,0,0.0455
70415,0,0.0195
70416,0,0.0032
70417,0,0.0131
70418,0,0.0004
70419,0,0.0062
70420,0,0.03
70421,0,0.0019
70422,0,0.0325
70423,0,0.0893
70424,0,0.0295
70425,0,0.0241
70426,0,0.0437
70427,0,0.0112
70428,0,0.0048
70429,0,0.1716
70430,0,0.0495
70431,0,0.0445
70432,0,0.092
70433,0,0.1406
70434,0,0.0756
70435,0,0.0203
70436,0,0.007
70437,0,0.0195
70438,0,0.1551
70439,0,0.0011
70440,0,0.1215
70441,0,0.007
70442,0,0.0169
70443,1,0.9473
70444,0,0.0226
70445,1,0.508
70446,1,0.9553
70447,0,0.2096
70448,0,0.0568
70449,0,0.0188
70450,0,0.0546
70451,0,0.1036
70452,1,0.9838
70453,0,0.133
70454,0,0.0078
70455,0,0.0623
70456,0,0.0088
70457,0,0.0035
70458,0,0.0411
70459,0,0.0035
70460,1,0.9927
70461,0,0.0906
70462,0,0.1591
70463,0,0.0018
70464,0,0.0829
70465,0,0.0067
70466,0,0.022
70467,1,0.9805
70468,1,0.9903
70469,0,0.001
70470,0,0.0056
70471,0,0.0002
70472,0,0.028
70473,1,0.9955
70474,0,0.0005
70475,1,0.9826
70476,0,0.0474
70477,0,0.0141
70478,0,0.0199
70479,1,0.9942
70480,0,0.0422
70481,0,0.3332
70482,0,0.0013
70483,0,0.0158
70484,0,0.079
70485,0,0.0195
70486,0,0.0159
70487,1,0.9672
70488,0,0.0016
70489,0,0.0216
70490,0,0.0058
70491,1,0.5236
70492,0,0.0049
70493,0,0.0455
70494,0,0.1783
70495,0,0.0017
70496,0,0.0021
70497,0,0.0312
70498,0,0.0087
70499,1,0.9751
70500,0,0.0121
70501,0,0.0002
70502,1,0.7614
70503,0,0.0691
70504,0,0.0172
70505,0,0.0718
70506,0,0.0089
70507,0,0.0221
70508,1,0.9263
70509,0,0.3705
70510,0,0.0674
70511,0,0.0006
70512,0,0.0015
70513,0,0.0378
70514,0,0.001
70515,0,0.0459
70516,0,0.0061
70517,0,0.0239
70518,0,0.0006
70519,0,0.0003
70520,0,0.0063
70521,0,0.0026
70522,0,0.005
70523,0,0.0004
70524,0,0.0083
70525,0,0.0464
70526,1,0.9438
70527,0,0.1584
70528,0,0.01
70529,0,0.2445
70530,0,0.001
70531,0,0.0628
70532,0,0.0361
70533,0,0.0843
70534,0,0.0044
70535,0,0.0002
70536,0,0.0004
70537,0,1e-04
70538,0,0.0128
70539,0,0.0368
70540,0,0.0026
70541,0,0.0099
70542,0,0.0196
70543,1,0.9578
70544,0,0.049
70545,0,0.0025
70546,0,0.0041
70547,0,0.0072
70548,0,0.0646
70549,0,0.001
70550,1,0.9775
70551,0,0.002
70552,0,0.018
70553,0,0.0039
70554,0,0.0031
70555,0,0.021
70556,0,0.0002
70557,0,0.0034
70558,0,0.0077
70559,0,0.0122
70560,0,0.0009
70561,0,0.002
70562,0,0.0
70563,1,0.7791
70564,0,0.1038
70565,0,0.0042
70566,0,0.0041
70567,1,0.9936
70568,0,0.0422
70569,0,0.013
70570,0,1e-04
70571,0,0.0247
70572,0,0.0211
70573,0,0.0028
70574,0,0.0315
70575,0,0.0815
70576,0,0.4554
70577,0,0.0052
70578,0,0.001
70579,0,0.0028
70580,0,0.0459
70581,0,0.0014
70582,0,0.147
70583,0,0.0116
70584,0,0.0204
70585,0,0.0146
70586,0,0.0184
70587,0,0.0004
70588,0,0.0029
70589,0,0.0082
70590,0,0.0312
70591,0,0.007
70592,0,0.0085
70593,0,0.2087
70594,0,0.0854
70595,0,0.0055
70596,1,0.8327
70597,0,0.0014
70598,0,0.0294
70599,0,0.0069
70600,0,0.0012
70601,0,0.0069
70602,0,0.0596
70603,0,0.2024
70604,0,0.0287
70605,0,0.0252
70606,0,0.0237
70607,0,0.0135
70608,0,0.0458
70609,0,0.0032
70610,0,0.0035
70611,0,0.0043
70612,0,0.1315
70613,1,0.9825
70614,0,0.0981
70615,0,0.011
70616,0,0.0103
70617,0,0.0051
70618,0,0.0006
70619,0,0.0409
70620,0,0.0052
70621,0,0.0107
70622,0,0.2056
70623,0,0.0179
70624,0,0.3968
70625,0,0.0105
70626,0,0.001
70627,0,0.0085
70628,0,0.0024
70629,0,0.0111
70630,0,0.0036
70631,0,0.0123
70632,0,0.1398
70633,0,0.0223
70634,0,0.0064
70635,0,0.0015
70636,0,0.015
70637,1,0.9936
70638,0,0.0029
70639,0,0.0016
70640,0,0.0029
70641,0,0.2564
70642,0,0.0009
70643,0,0.0076
70644,0,0.0126
70645,0,0.0003
70646,0,0.0025
70647,0,0.0031
70648,0,0.0234
70649,0,0.0047
70650,0,0.0004
70651,0,0.0309
70652,0,0.0194
70653,0,0.2549
70654,0,0.0254
70655,0,0.0188
70656,0,0.0277
70657,0,0.0015
70658,0,0.0034
70659,0,0.1525
70660,1,0.9769
70661,1,0.8705
70662,0,0.0054
70663,0,0.0011
70664,0,0.0018
70665,0,0.0099
70666,0,0.026
70667,0,0.0297
70668,0,0.0004
70669,1,0.9418
70670,0,0.1058
70671,0,0.2019
70672,0,0.0672
70673,0,0.017
70674,0,0.014
70675,0,0.0278
70676,0,0.0105
70677,0,0.0012
70678,1,0.9626
70679,0,0.1269
70680,0,0.0658
70681,0,0.0046
70682,0,0.0564
70683,0,0.0042
70684,0,0.0008
70685,0,0.0036
70686,0,0.0013
70687,0,0.0425
70688,0,0.0193
70689,0,0.0016
70690,0,0.0019
70691,0,0.0684
70692,0,0.043
70693,0,0.0425
70694,0,0.0072
70695,0,0.3678
70696,1,0.6302
70697,0,0.0002
70698,0,0.2192
70699,0,0.0139
70700,0,0.0007
70701,1,0.5844
70702,0,0.0029
70703,1,0.5453
70704,0,0.0069
70705,0,0.0024
70706,0,0.0092
70707,0,0.0814
70708,0,0.0711
70709,0,0.0498
70710,0,0.0068
70711,0,0.0031
70712,0,0.0068
70713,0,0.0394
70714,0,0.0496
70715,1,0.9744
70716,0,0.021
70717,0,0.0018
70718,0,0.0487
70719,0,0.0202
70720,0,0.0037
70721,0,0.0146
70722,0,0.0006
70723,0,0.0117
70724,1,0.5128
70725,0,0.0144
70726,1,0.8809
70727,0,0.0032
70728,0,0.0007
70729,0,0.0448
70730,0,0.0655
70731,0,0.0392
70732,0,0.064
70733,0,0.0382
70734,0,0.2554
70735,0,0.0004
70736,0,0.0179
70737,0,0.0347
70738,0,0.0583
70739,0,0.0093
70740,0,0.0028
70741,0,0.0364
70742,0,0.0079
70743,0,0.0093
70744,1,0.9702
70745,0,0.01
70746,0,0.0489
70747,0,0.0391
70748,0,0.0069
70749,0,0.0108
70750,0,0.0097
70751,0,0.0239
70752,0,0.0166
70753,0,0.0102
70754,0,0.0075
70755,0,0.004
70756,0,0.3776
70757,1,0.9729
70758,1,0.9954
70759,0,0.2028
70760,0,0.0041
70761,0,0.0221
70762,0,0.1449
70763,0,0.014
70764,0,0.0504
70765,0,0.0055
70766,0,0.0189
70767,0,0.0162
70768,0,0.0114
70769,1,0.9981
70770,0,0.0114
70771,0,0.0
70772,0,0.0096
70773,0,0.0004
70774,0,0.0009
70775,0,0.0008
70776,0,0.0083
70777,0,0.029
70778,1,0.9478
70779,0,0.101
70780,0,0.0302
70781,0,0.0019
70782,0,0.0006
70783,0,0.0002
70784,0,0.0018
70785,0,0.0561
70786,1,0.9856
70787,0,0.0769
70788,0,0.0023
70789,0,0.0093
70790,0,0.0032
70791,1,0.9495
70792,0,0.0365
70793,0,0.0018
70794,0,0.0161
70795,1,0.9714
70796,1,0.7989
70797,0,0.0011
70798,0,0.0005
70799,0,0.0029
70800,0,0.0243
70801,1,0.6948
70802,0,0.0299
70803,0,0.0114
70804,1,0.997
70805,0,0.0005
70806,0,0.0238
70807,0,0.0392
70808,1,0.9605
70809,0,0.0027
70810,0,0.3491
70811,0,0.027
70812,0,0.0038
70813,0,0.4254
70814,1,0.9994
70815,0,0.0028
70816,0,0.0014
70817,0,0.0152
70818,0,0.0056
70819,0,0.0067
70820,0,0.0061
70821,0,0.0363
70822,0,0.0174
70823,0,0.0695
70824,0,0.0951
70825,0,0.0098
70826,0,0.1085
70827,0,0.0553
70828,1,0.9986
70829,1,0.9994
70830,0,0.0029
70831,0,0.0129
70832,0,0.0012
70833,0,0.0009
70834,1,0.9919
70835,1,0.9767
70836,0,0.0048
70837,0,0.049
70838,0,0.0051
70839,0,0.0027
70840,1,0.9633
70841,0,0.0528
70842,0,0.0044
70843,0,0.0027
70844,0,0.0044
70845,0,0.016
70846,0,0.2962
70847,0,0.0016
70848,0,0.0075
70849,0,0.01
70850,0,0.0117
70851,0,0.004
70852,0,0.0395
70853,0,0.0
70854,0,0.0002
70855,0,0.2488
70856,0,0.0057
70857,0,0.0418
70858,0,0.0586
70859,1,0.9762
70860,0,0.0
70861,0,0.3347
70862,0,0.0175
70863,0,0.4272
70864,1,0.9911
70865,0,0.0023
70866,0,0.0006
70867,0,0.0009
70868,0,0.0238
70869,0,0.0002
70870,0,0.0028
70871,0,0.0094
70872,1,0.9992
70873,0,0.004
70874,0,0.0195
70875,0,0.0284
70876,0,0.0182
70877,0,0.0564
70878,0,0.0004
70879,0,0.0784
70880,1,0.9636
70881,1,0.964
70882,0,0.0003
70883,0,0.0551
70884,1,0.9128
70885,0,0.0034
70886,0,0.0003
70887,0,0.0046
70888,0,0.2255
70889,0,0.0021
70890,0,0.0267
70891,0,0.0007
70892,0,0.0017
70893,0,0.0902
70894,0,0.0207
70895,0,0.0113
70896,0,0.1487
70897,1,0.6822
70898,0,0.0072
70899,0,0.0071
70900,0,0.0193
70901,0,0.0002
70902,0,0.0268
70903,0,0.0289
70904,0,0.0021
70905,0,0.0043
70906,0,0.0024
70907,0,0.0541
70908,0,0.0025
70909,0,0.0185
70910,0,0.0401
70911,1,0.9851
70912,0,0.0038
70913,0,0.0018
70914,0,0.0198
70915,0,0.0055
70916,0,0.0156
70917,0,0.0416
70918,0,0.005
70919,0,0.0227
70920,0,0.0087
70921,0,0.155
70922,0,0.0227
70923,0,0.0137
70924,0,0.0112
70925,1,0.9815
70926,0,0.0024
70927,1,0.945
70928,1,0.9933
70929,1,0.9646
70930,0,0.0145
70931,0,0.0028
70932,0,0.0049
70933,1,0.9319
70934,0,0.0206
70935,1,0.835
70936,0,0.1323
70937,0,0.2432
70938,0,0.018
70939,0,0.0021
70940,0,0.0588
70941,0,0.0143
70942,0,0.0092
70943,0,0.2134
70944,0,0.0012
70945,0,0.0377
70946,0,0.0862
70947,0,0.009
70948,0,0.058
70949,0,0.033
70950,0,0.2126
70951,0,0.0071
70952,0,0.0054
70953,1,0.989
70954,0,0.0366
70955,0,0.007
70956,0,0.0658
70957,0,0.006
70958,0,0.0021
70959,0,0.0004
70960,0,0.0017
70961,0,0.0088
70962,0,0.0546
70963,0,0.3174
70964,0,0.1659
70965,0,0.0094
70966,0,0.0858
70967,0,0.2514
70968,0,0.0272
70969,0,0.0033
70970,0,0.0031
70971,0,0.0113
70972,0,0.0617
70973,0,0.0458
70974,0,0.0563
70975,1,0.9381
70976,0,0.0081
70977,0,0.0097
70978,1,0.9809
70979,0,0.0474
70980,1,0.9858
70981,0,0.022
70982,0,0.0193
70983,0,0.0754
70984,0,0.0004
70985,0,0.0011
70986,0,0.0097
70987,1,0.7058
70988,0,0.0094
70989,0,0.0081
70990,1,0.9927
70991,0,0.0036
70992,0,0.0094
70993,0,0.0019
70994,0,0.0096
70995,0,0.0299
70996,0,0.0152
70997,0,0.017
70998,0,0.0035
70999,0,0.0079
71000,1,0.9609
71001,0,1e-04
71002,0,0.0041
71003,0,0.0012
71004,0,0.0045
71005,0,0.0006
71006,0,0.0229
71007,1,0.9808
71008,0,0.0129
71009,0,0.0004
71010,0,0.0508
71011,0,0.0191
71012,0,0.0064
71013,0,0.2058
71014,0,0.0123
71015,0,0.0005
71016,0,0.0083
71017,0,0.0175
71018,1,0.9726
71019,0,0.0399
71020,0,0.0262
71021,0,0.0012
71022,0,0.0124
71023,0,0.0646
71024,0,0.0012
71025,0,0.007
71026,0,0.0058
71027,0,0.0008
71028,0,0.0023
71029,0,0.0365
71030,0,0.0085
71031,1,0.998
71032,0,0.0026
71033,0,0.021
71034,0,0.0014
71035,0,0.0034
71036,0,0.0022
71037,0,0.0131
71038,0,0.0548
71039,0,0.0606
71040,1,0.5811
71041,0,0.0059
71042,0,0.0355
71043,0,0.0005
71044,0,0.0011
71045,0,0.1249
71046,0,0.0063
71047,1,0.8038
71048,0,0.0085
71049,1,0.9971
71050,0,0.0121
71051,1,0.7811
71052,0,0.0607
71053,0,0.0067
71054,0,0.0004
71055,0,0.0362
71056,0,0.0528
71057,0,0.0061
71058,0,0.0071
71059,0,0.0013
71060,1,0.7114
71061,0,0.0079
71062,0,0.0007
71063,0,0.4893
71064,0,1e-04
71065,0,0.0089
71066,0,0.0877
71067,0,0.049
71068,0,0.0954
71069,0,0.146
71070,1,0.9983
71071,0,1e-04
71072,0,0.0004
71073,0,1e-04
71074,1,0.7004
71075,0,0.0285
71076,0,0.0054
71077,0,0.0511
71078,0,0.03
71079,0,0.057
71080,0,0.0057
71081,0,0.0833
71082,0,0.2459
71083,0,0.0065
71084,0,0.0176
71085,0,0.0554
71086,0,0.0237
71087,0,0.0089
71088,0,0.0201
71089,1,0.999
71090,0,0.2737
71091,0,0.0064
71092,0,0.018
71093,0,0.0537
71094,0,0.0034
71095,1,0.9794
71096,0,0.1061
71097,0,0.0081
71098,0,0.0185
71099,0,0.0138
71100,0,0.0076
71101,0,0.0103
71102,1,0.9955
71103,0,0.0014
71104,0,0.1205
71105,0,0.0156
71106,1,0.9828
71107,0,0.0036
71108,0,0.0065
71109,0,0.037
71110,0,0.0902
71111,0,0.0093
71112,0,0.0047
71113,0,0.005
71114,0,0.01
71115,1,0.5314
71116,0,0.0065
71117,0,0.0015
71118,0,0.0136
71119,1,0.6132
71120,0,0.0095
71121,0,0.0183
71122,0,0.0144
71123,1,0.9989
71124,0,0.0101
71125,0,0.0202
71126,0,0.1432
71127,0,0.3206
71128,0,0.0318
71129,0,0.0449
71130,0,0.2134
71131,0,0.0107
71132,0,0.0263
71133,0,0.0394
71134,0,0.0087
71135,0,0.0043
71136,0,1e-04
71137,0,0.0009
71138,0,0.0141
71139,0,0.0202
71140,0,0.0132
71141,0,0.4295
71142,0,0.0071
71143,1,0.9964
71144,0,0.0032
71145,0,0.0096
71146,0,0.0383
71147,0,0.0154
71148,0,0.0037
71149,0,0.005
71150,0,0.0007
71151,0,0.0601
71152,0,0.0168
71153,0,0.0006
71154,0,0.0051
71155,0,0.0642
71156,0,0.0725
71157,0,0.0187
71158,0,0.0023
71159,0,0.0007
71160,0,0.0145
71161,0,0.0285
71162,0,0.0274
71163,0,0.0828
71164,1,0.968
71165,0,0.0057
71166,0,0.0078
71167,1,0.6444
71168,0,0.0565
71169,1,0.9878
71170,0,0.0247
71171,0,0.0165
71172,0,0.0011
71173,0,0.0357
71174,0,0.0149
71175,0,0.0767
71176,0,0.0894
71177,0,0.0295
71178,0,0.0272
71179,0,0.0054
71180,0,0.4711
71181,0,0.2868
71182,0,0.4333
71183,0,0.0356
71184,0,0.0044
71185,0,0.1533
71186,0,0.1931
71187,1,0.9878
71188,0,0.0006
71189,0,0.0103
71190,0,0.0045
71191,0,0.0012
71192,0,0.3651
71193,0,0.0042
71194,1,0.9626
71195,0,0.0281
71196,1,0.9949
71197,0,0.0702
71198,0,0.0101
71199,0,0.0309
71200,0,0.0105
71201,0,0.0091
71202,0,0.0057
71203,0,0.0129
71204,0,0.1111
71205,0,0.2227
71206,0,0.0245
71207,0,0.0049
71208,1,0.9948
71209,0,0.0114
71210,0,0.0002
71211,0,0.1187
71212,0,0.0274
71213,0,0.1622
71214,0,0.395
71215,0,0.0754
71216,0,0.0056
71217,0,0.0095
71218,0,0.0476
71219,1,0.9139
71220,0,0.0
71221,0,0.0011
71222,0,0.0674
71223,0,0.0259
71224,0,0.0697
71225,0,0.0136
71226,0,0.0123
71227,1,0.9923
71228,0,0.0004
71229,0,0.011
71230,0,0.0079
71231,0,0.0009
71232,0,0.0721
71233,0,0.0448
71234,0,0.0245
71235,0,0.0064
71236,1,0.9702
71237,0,0.0069
71238,1,0.9871
71239,0,0.0059
71240,0,0.0028
71241,0,0.0394
71242,0,0.0793
71243,0,0.0074
71244,0,0.0004
71245,0,0.0131
71246,1,0.9946
71247,0,0.0614
71248,0,0.0039
71249,0,0.0006
71250,0,0.0154
71251,0,0.0174
71252,0,0.0065
71253,0,0.0002
71254,0,0.0787
71255,0,0.0121
71256,0,0.0017
71257,0,0.1225
71258,0,0.0002
71259,0,0.0137
71260,0,0.1378
71261,0,0.0002
71262,0,0.0611
71263,0,0.0
71264,0,0.0013
71265,1,0.8304
71266,0,0.0081
71267,0,0.0808
71268,0,0.0002
71269,0,0.0054
71270,0,0.113
71271,1,0.9057
71272,0,0.0291
71273,0,0.0077
71274,0,0.01
71275,0,0.1343
71276,0,0.0011
71277,0,0.0362
71278,0,0.018
71279,0,0.2935
71280,0,0.0086
71281,1,0.6454
71282,0,0.0831
71283,0,0.0455
71284,0,0.0416
71285,0,0.005
71286,0,0.0189
71287,0,0.0005
71288,0,1e-04
71289,1,0.9919
71290,0,0.0637
71291,0,0.0073
71292,0,0.0017
71293,0,0.0029
71294,0,0.0007
71295,0,0.0067
71296,0,0.0459
71297,0,0.0067
71298,0,0.1381
71299,0,0.0347
71300,1,0.5114
71301,0,0.0002
71302,0,0.0186
71303,0,0.01
71304,0,0.193
71305,0,0.013
71306,0,0.0383
71307,0,0.0698
71308,0,0.0037
71309,1,0.9984
71310,0,0.0282
71311,0,0.0144
71312,0,0.0003
71313,0,0.1351
71314,0,0.0226
71315,0,0.0023
71316,0,0.0078
71317,0,0.0318
71318,0,0.0003
71319,0,0.0046
71320,0,0.0184
71321,0,0.0227
71322,0,0.0063
71323,0,0.0316
71324,0,0.014
71325,0,0.0093
71326,0,0.3301
71327,0,0.0028
71328,0,0.0344
71329,0,0.0165
71330,0,0.0491
71331,0,0.0096
71332,0,0.0449
71333,0,0.0016
71334,0,0.0582
71335,0,0.0079
71336,0,0.0125
71337,0,0.0019
71338,0,0.0016
71339,0,0.0037
71340,0,0.0265
71341,1,0.9694
71342,0,0.0253
71343,0,0.0056
71344,0,0.0303
71345,0,0.0672
71346,0,0.1237
71347,0,0.0086
71348,1,0.9721
71349,0,0.0016
71350,0,0.0926
71351,1,0.9935
71352,0,0.3445
71353,0,0.018
71354,0,0.0272
71355,0,0.0067
71356,0,0.0073
71357,0,0.001
71358,0,0.0157
71359,0,0.0218
71360,1,0.8239
71361,0,0.0513
71362,0,0.1399
71363,0,0.005
71364,0,0.0185
71365,0,0.0073
71366,0,0.0052
71367,0,0.0027
71368,0,0.0252
71369,0,0.0424
71370,0,0.0116
71371,0,0.0279
71372,0,0.002
71373,0,0.0087
71374,0,0.0255
71375,1,0.9851
71376,0,0.0222
71377,0,0.0035
71378,0,0.0346
71379,0,0.0036
71380,0,0.0139
71381,1,0.878
71382,0,0.095
71383,0,0.0325
71384,0,0.0032
71385,0,0.1717
71386,0,0.0204
71387,0,0.1286
71388,0,0.0067
71389,0,0.0075
71390,0,0.0005
71391,0,0.0021
71392,0,0.0015
71393,0,0.0217
71394,1,0.7977
71395,0,0.003
71396,0,0.0057
71397,0,0.0159
71398,0,0.0036
71399,0,0.0614
71400,0,0.054
71401,0,0.0153
71402,0,0.0046
71403,0,0.0551
71404,0,0.0541
71405,0,0.0099
71406,0,0.007
71407,1,0.9937
71408,0,0.0009
71409,0,0.03
71410,0,0.0016
71411,0,0.0051
71412,1,0.9864
71413,0,0.0002
71414,0,0.0024
71415,0,0.0037
71416,0,0.1877
71417,0,0.0177
71418,0,0.0774
71419,0,0.006
71420,0,0.0856
71421,0,0.0561
71422,0,0.0025
71423,0,0.0279
71424,0,0.0668
71425,1,0.9976
71426,0,0.0039
71427,0,0.0239
71428,0,1e-04
71429,1,0.9267
71430,0,0.0048
71431,0,0.0634
71432,0,0.0206
71433,0,0.0002
71434,0,0.0384
71435,0,0.0116
71436,0,0.0011
71437,0,0.014
71438,0,1e-04
71439,1,0.9353
71440,1,0.9942
71441,0,0.0059
71442,0,0.0022
71443,0,0.0128
71444,0,0.2152
71445,0,0.0098
71446,0,0.0127
71447,0,0.0206
71448,0,0.0096
71449,0,0.0023
71450,0,0.001
71451,0,0.0254
71452,1,0.9918
71453,0,0.0035
71454,0,0.0038
71455,0,0.0186
71456,1,0.717
71457,0,0.293
71458,0,0.3619
71459,0,0.1108
71460,0,1e-04
71461,0,0.0065
71462,0,0.0177
71463,0,0.0322
71464,0,0.1792
71465,0,0.0468
71466,0,0.0238
71467,0,1e-04
71468,0,0.2929
71469,0,0.0103
71470,0,0.0002
71471,0,0.0108
71472,1,0.8746
71473,1,0.9927
71474,0,0.0513
71475,0,0.0033
71476,0,0.0025
71477,0,0.1274
71478,0,0.041
71479,0,0.1716
71480,1,0.9536
71481,0,0.0444
71482,0,0.055
71483,0,0.0046
71484,0,0.0135
71485,0,0.0107
71486,0,0.0023
71487,0,0.0087
71488,0,0.015
71489,0,0.0016
71490,0,0.0071
71491,0,0.0051
71492,1,0.9845
71493,1,0.9352
71494,0,0.0092
71495,0,0.0143
71496,1,0.7913
71497,0,0.0993
71498,0,0.0084
71499,0,0.0367
71500,0,0.0008
71501,0,0.0426
71502,0,0.0115
71503,1,0.993
71504,0,0.0363
71505,0,0.0307
71506,0,1e-04
71507,0,1e-04
71508,0,0.0414
71509,0,0.0018
71510,1,0.736
71511,0,0.0069
71512,0,0.0097
71513,0,0.0031
71514,0,0.0074
71515,0,0.0301
71516,1,0.9867
71517,0,0.0026
71518,0,0.0116
71519,1,0.9892
71520,0,0.0182
71521,0,0.0105
71522,0,0.0057
71523,0,0.0023
71524,0,0.0005
71525,0,0.0043
71526,0,0.0238
71527,0,0.0237
71528,0,0.009
71529,0,0.0561
71530,0,0.055
71531,0,0.0287
71532,0,0.0036
71533,0,0.0168
71534,1,0.9241
71535,0,0.014
71536,0,0.0296
71537,0,0.1046
71538,0,0.0445
71539,0,0.0706
71540,0,0.0858
71541,1,0.9914
71542,0,0.0003
71543,1,0.9893
71544,0,0.201
71545,0,0.0051
71546,0,0.1432
71547,0,0.1195
71548,0,0.0251
71549,0,0.0139
71550,0,0.0033
71551,0,0.0046
71552,1,0.9635
71553,0,0.0223
71554,0,0.2982
71555,0,0.1578
71556,0,0.0258
71557,0,0.0138
71558,0,0.0004
71559,0,0.0661
71560,0,0.1409
71561,0,0.0207
71562,0,0.0027
71563,0,0.0125
71564,0,0.0421
71565,0,0.0549
71566,0,0.0042
71567,0,0.0133
71568,0,0.0088
71569,0,0.0181
71570,0,0.1737
71571,0,0.001
71572,0,0.0004
71573,1,0.9534
71574,0,0.0046
71575,0,0.0354
71576,0,0.0303
71577,1,0.9672
71578,0,0.056
71579,0,0.0104
71580,0,0.0694
71581,0,0.0399
71582,0,0.0006
71583,0,0.0018
71584,0,0.001
71585,0,0.023
71586,1,0.9827
71587,1,0.9879
71588,1,0.8629
71589,0,0.1888
71590,0,0.0717
71591,0,0.001
71592,0,0.0063
71593,0,0.0205
71594,0,0.0566
71595,0,0.1107
71596,0,0.0073
71597,0,0.0014
71598,0,0.0091
71599,0,0.0006
71600,0,0.0343
71601,0,0.0186
71602,0,0.0045
71603,0,0.0328
71604,0,0.0232
71605,1,0.9846
71606,0,0.0809
71607,0,0.13
71608,0,0.0075
71609,0,0.008
71610,0,0.0211
71611,0,0.095
71612,0,0.0112
71613,0,0.1325
71614,1,0.9331
71615,1,0.9462
71616,0,0.0004
71617,0,0.0006
71618,0,0.0116
71619,0,0.0808
71620,0,0.0008
71621,0,0.0086
71622,0,0.0186
71623,0,0.0509
71624,0,0.0017
71625,0,0.0063
71626,1,0.8865
71627,0,0.0086
71628,0,0.2832
71629,0,0.0264
71630,0,0.0058
71631,0,0.004
71632,0,0.0427
71633,0,0.024
71634,0,0.0592
71635,0,0.043
71636,0,0.0069
71637,0,0.0041
71638,1,0.9923
71639,0,0.0881
71640,0,0.0345
71641,0,0.031
71642,0,0.0091
71643,0,0.0108
71644,0,0.0012
71645,0,0.0225
71646,0,0.2047
71647,0,1e-04
71648,1,0.5999
71649,0,0.0128
71650,0,0.0187
71651,0,0.0017
71652,0,0.0034
71653,0,0.0964
71654,0,0.0005
71655,0,0.0083
71656,1,0.9859
71657,0,0.0204
71658,0,0.0029
71659,0,0.0046
71660,0,0.0
71661,0,0.0231
71662,0,0.0325
71663,0,0.1492
71664,0,0.0382
71665,0,0.1884
71666,0,0.0143
71667,0,0.0031
71668,0,0.0007
71669,0,0.0357
71670,0,0.0095
71671,0,0.0279
71672,0,0.0154
71673,0,0.0102
71674,0,0.0391
71675,1,0.9759
71676,0,0.2122
71677,0,0.0035
71678,0,0.0143
71679,0,0.008
71680,0,0.0438
71681,0,0.0047
71682,0,0.0065
71683,0,0.0126
71684,1,0.9926
71685,0,0.0199
71686,1,0.9839
71687,0,0.0019
71688,0,0.0401
71689,0,0.0718
71690,0,0.0269
71691,0,0.1034
71692,0,0.147
71693,0,0.3178
71694,0,0.0008
71695,0,0.1249
71696,0,0.3153
71697,0,0.0153
71698,0,0.0028
71699,0,0.0047
71700,0,0.0205
71701,0,0.0116
71702,0,0.0047
71703,0,0.01
71704,0,0.0254
71705,0,0.001
71706,0,0.0008
71707,0,0.0071
71708,0,0.0014
71709,0,0.0005
71710,0,0.0775
71711,0,0.2498
71712,0,0.0043
71713,0,0.0233
71714,1,0.6131
71715,0,0.0002
71716,0,0.0044
71717,0,0.0409
71718,0,0.0166
71719,0,0.0003
71720,0,0.0107
71721,0,0.0208
71722,0,0.1944
71723,1,0.5067
71724,1,0.9532
71725,0,0.0217
71726,0,0.0019
71727,0,0.131
71728,0,0.019
71729,0,0.0035
71730,0,0.2585
71731,0,0.1565
71732,0,0.003
71733,0,0.0312
71734,0,0.0161
71735,0,0.0091
71736,0,0.0464
71737,0,0.017
71738,0,0.0174
71739,0,0.0145
71740,0,0.0008
71741,0,0.0006
71742,0,0.0056
71743,0,0.0195
71744,1,0.9503
71745,0,0.0281
71746,0,0.0031
71747,0,0.0338
71748,0,0.0667
71749,0,0.0016
71750,0,0.1892
71751,0,0.002
71752,0,0.0113
71753,0,0.0442
71754,0,0.0182
71755,0,0.0005
71756,0,0.1833
71757,0,0.1601
71758,0,0.0757
71759,0,0.0829
71760,0,0.0005
71761,0,0.0073
71762,0,0.0438
71763,0,0.019
71764,0,0.0079
71765,0,0.0012
71766,0,0.0075
71767,0,0.0069
71768,0,0.3041
71769,1,0.9915
71770,1,0.9682
71771,0,0.0346
